,InvoiceDate,InvoiceNo,StockCode,Description,Quantity,InvoiceDate.1,UnitPrice,CustomerID,Country,Estore_id
11276,2010-12-13 14:38:00,C538643,21658,,-1.0,2010-12-13 14:38:00,3.95,12476.0,Germany,22
11307,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,1.65,12501.0,Germany,11
11364,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,4.95,12501.0,Germany,3
11383,2011-05-11 10:17:00,C552722,22962,,1.0,2011-05-11 10:17:00,0.85,12720.0,Germany,19
11403,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,2.55,12501.0,Germany,20
11459,2010-12-13 14:38:00,C538643,21658,,-1.0,2010-12-13 14:38:00,3.95,12476.0,Germany,21
11468,2011-02-08 11:45:00,C543445,22231,JIGSAW TREE WITH BIRDHOUSE,-12.0,2011-02-08 11:45:00,1.45,12662.0,Germany,11
11488,2011-08-04 10:36:00,C562281,,,-2.0,2011-08-04 10:36:00,0.79,12476.0,Germany,10
11490,2011-09-02 09:06:00,C565227,,,-1.0,2011-09-02 09:06:00,2.1,12708.0,Germany,15
11501,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,2.55,12472.0,Germany,20
11528,2011-11-18 17:12:00,C577397,,,-1.0,2011-11-18 17:12:00,9.95,12504.0,Germany,27
11613,2011-07-07 10:25:00,C559189,22028,PENNY FARTHING BIRTHDAY CARD,-12.0,2011-07-07 10:25:00,0.42,12626.0,Germany,14
11695,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,12.5,12709.0,Germany,2
11702,2011-03-25 13:37:00,C547806,,,-1.0,2011-03-25 13:37:00,4.95,12528.0,Germany,29
11707,2011-11-08 13:30:00,C575082,,,1.0,2011-11-08 13:30:00,2.95,12613.0,Germany,11
11712,2011-06-02 11:54:00,C555346,,,-1.0,2011-06-02 11:54:00,9.95,12710.0,Germany,27
11718,2011-02-08 14:55:00,C543469,,,-2.0,2011-02-08 14:55:00,2.55,12709.0,Germany,18
11721,2011-10-04 12:47:00,C569485,,,-1.0,2011-10-04 12:47:00,2.89,12705.0,Germany,3
11758,2011-07-26 15:10:00,C561358,,,1.0,2011-07-26 15:10:00,1.25,12626.0,Germany,27
11774,2011-02-04 09:46:00,C543175,,,-2.0,2011-02-04 09:46:00,8.5,12712.0,Germany,10
11857,2011-09-20 16:30:00,C567519,22322,,-12.0,2011-09-20 16:30:00,0.85,12474.0,Germany,2
11869,2011-06-07 15:37:00,C555881,22704,,-25.0,2011-06-07 15:37:00,0.42,12473.0,Germany,28
11871,2011-03-11 09:39:00,C546320,22243,,1.0,2011-03-11 09:39:00,1.65,12708.0,Germany,7
11878,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,2.89,12472.0,Germany,2
11924,2011-05-09 12:39:00,C552406,,,-3.0,2011-05-09 12:39:00,2.1,12709.0,Germany,1
11934,2011-11-21 11:48:00,C577693,22654,DELUXE SEWING KIT ,-2.0,2011-11-21 11:48:00,5.95,12628.0,Germany,15
11936,2011-02-21 12:59:00,C544570,22625,,-2.0,2011-02-21 12:59:00,8.5,12471.0,Germany,28
11938,2011-06-20 11:33:00,C557408,79191C,RETRO PLASTIC ELEPHANT TRAY,-12.0,2011-06-20 11:33:00,0.85,12621.0,Germany,8
11973,2011-06-07 15:37:00,C555881,22556,,-1.0,2011-06-07 15:37:00,1.65,12473.0,Germany,32
11978,2011-09-09 10:11:00,C566084,22697,,-6.0,2011-09-09 10:11:00,2.95,12621.0,Germany,1
12005,2011-05-06 09:07:00,C552043,22467,GUMBALL COAT RACK,-2.0,2011-05-06 09:07:00,2.55,12476.0,Germany,18
12035,2011-11-10 12:10:00,C575592,22079,,1.0,2011-11-10 12:10:00,1.65,12619.0,Germany,16
12043,2011-06-16 09:04:00,C556957,22467,GUMBALL COAT RACK,-2.0,2011-06-16 09:04:00,2.1,12705.0,Germany,12
12060,2011-01-05 11:42:00,C540158,22962,,-17.0,2011-01-05 11:42:00,0.85,12471.0,Germany,8
12113,2011-11-21 16:00:00,C577775,22236,,1.0,2011-11-21 16:00:00,10.95,12504.0,Germany,20
12115,2011-02-08 14:55:00,C543469,,,-2.0,2011-02-08 14:55:00,2.55,12709.0,Germany,25
12143,2011-09-05 14:29:00,C565597,22980,,-1.0,2011-09-05 14:29:00,1.65,12709.0,Germany,2
12187,2011-04-05 09:53:00,C548915,,ROUND CONTAINER SET OF 5 RETROSPOT,-12.0,2011-04-05 09:53:00,1.65,12668.0,Germany,11
12234,2011-05-19 12:15:00,C553840,22423,,-2.0,2011-05-19 12:15:00,10.95,12471.0,Germany,7
12265,2011-01-21 11:35:00,C541735,21080,,-5.0,2011-01-21 11:35:00,0.85,12626.0,Germany,3
12266,2011-11-08 16:05:00,C575150,,,-3.0,2011-11-08 16:05:00,0.65,12471.0,Germany,15
12278,2011-05-17 09:57:00,C553414,POST,,-1.0,2011-05-17 09:57:00,18.0,12600.0,Germany,17
12290,2011-07-26 15:10:00,C561358,,,1.0,2011-07-26 15:10:00,8.5,12626.0,Germany,13
12325,2011-11-08 13:30:00,C575082,,,1.0,2011-11-08 13:30:00,1.65,12613.0,Germany,11
12354,2011-08-24 13:57:00,C564331,POST,,-1.0,2011-08-24 13:57:00,18.0,12569.0,Germany,5
12362,2011-03-27 12:06:00,C547849,21232,,-3.0,2011-03-27 12:06:00,1.25,12471.0,Germany,31
12373,2011-08-23 11:49:00,C564142,79191C,RETRO PLASTIC ELEPHANT TRAY,-1.0,2011-08-23 11:49:00,0.85,12477.0,Germany,26
12390,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,4.95,12471.0,Germany,13
12407,2011-11-08 16:05:00,C575150,,,-1.0,2011-11-08 16:05:00,1.25,12471.0,Germany,24
12409,2011-02-08 14:55:00,C543469,,,-1.0,2011-02-08 14:55:00,1.85,12709.0,Germany,29
12424,2011-06-07 15:37:00,C555881,22328,,-1.0,2011-06-07 15:37:00,2.95,12473.0,Germany,31
12495,2011-05-23 17:20:00,C554336,,,1.0,2011-05-23 17:20:00,1.95,12474.0,Germany,29
12532,2011-02-08 11:37:00,C543431,22090,,-1.0,2011-02-08 11:37:00,2.95,12474.0,Germany,27
12555,2010-12-08 13:43:00,C537814,20703,BLUE PADDED SOFT MOBILE,-3.0,2010-12-08 13:43:00,4.25,12712.0,Germany,14
12578,2011-08-11 09:16:00,C562943,23316,,-1.0,2011-08-11 09:16:00,9.95,12693.0,Germany,21
12629,2011-03-24 10:58:00,C547581,,,1.0,2011-03-24 10:58:00,1.65,12474.0,Germany,10
12647,2011-07-01 14:35:00,C558727,,,-1.0,2011-07-01 14:35:00,2.55,12709.0,Germany,10
12665,2011-02-08 11:45:00,C543445,22231,JIGSAW TREE WITH BIRDHOUSE,-12.0,2011-02-08 11:45:00,1.45,12662.0,Germany,10
12677,2010-12-15 14:25:00,C539031,,,1.0,2010-12-15 14:25:00,2.95,12647.0,Germany,4
12681,2011-10-13 11:49:00,C570963,,,-1.0,2011-10-13 11:49:00,1.25,13816.0,Germany,16
12696,2011-02-11 10:41:00,C543661,,,1.0,2011-02-11 10:41:00,8.5,12471.0,Germany,7
12765,2011-06-20 11:28:00,C557405,,,1.0,2011-06-20 11:28:00,4.95,12708.0,Germany,12
12771,2011-06-20 11:28:00,C557405,,,1.0,2011-06-20 11:28:00,2.89,12708.0,Germany,28
12796,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,29.95,12709.0,Germany,7
12841,2011-12-08 14:08:00,C581409,,,-1.0,2011-12-08 14:08:00,19.95,12476.0,Germany,12
12846,2011-07-26 15:10:00,C561358,,,1.0,2011-07-26 15:10:00,2.1,12626.0,Germany,22
12858,2011-08-31 12:39:00,C564913,,,1.0,2011-08-31 12:39:00,4.15,12560.0,Germany,8
12894,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,2.95,12501.0,Germany,6
12895,2011-04-26 11:19:00,C551018,,,1.0,2011-04-26 11:19:00,2.55,12705.0,Germany,9
12902,2011-11-21 16:00:00,C577775,22776,,1.0,2011-11-21 16:00:00,8.5,12504.0,Germany,22
12922,2011-11-16 14:24:00,C576816,,,-1.0,2011-11-16 14:24:00,18.0,12569.0,Germany,10
12927,2011-11-08 12:39:00,C575064,,,-8.0,2011-11-08 12:39:00,2.55,12472.0,Germany,28
12942,2011-12-02 15:10:00,C580313,,,-1.0,2011-12-02 15:10:00,2.95,12668.0,Germany,20
12960,2011-08-31 12:39:00,C564913,,,1.0,2011-08-31 12:39:00,4.25,12560.0,Germany,9
12998,2011-03-30 15:12:00,C548356,,,1.0,2011-03-30 15:12:00,12.75,12472.0,Germany,21
13068,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.25,12472.0,Germany,14
13072,2011-03-30 15:12:00,C548356,,,1.0,2011-03-30 15:12:00,1.25,12472.0,Germany,25
13087,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,29.95,12709.0,Germany,13
13141,2011-12-08 14:08:00,C581409,,,-1.0,2011-12-08 14:08:00,19.95,12476.0,Germany,25
13147,2011-02-01 09:38:00,C542781,,CHILDS BREAKFAST SET SPACEBOY ,1.0,2011-02-01 09:38:00,8.5,12626.0,Germany,6
13183,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,4.25,12709.0,Germany,27
13190,2011-07-26 15:10:00,C561358,,,1.0,2011-07-26 15:10:00,2.1,12626.0,Germany,32
13246,2011-04-26 11:19:00,C551018,,,1.0,2011-04-26 11:19:00,2.95,12705.0,Germany,11
13279,2011-04-26 11:19:00,C551018,,,1.0,2011-04-26 11:19:00,2.55,12705.0,Germany,6
13294,2011-02-08 14:55:00,C543469,,,-1.0,2011-02-08 14:55:00,1.85,12709.0,Germany,10
13302,2011-01-25 13:15:00,C542101,22937,,1.0,2011-01-25 13:15:00,2.55,12471.0,Germany,3
13304,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,1.85,12709.0,Germany,2
13319,2011-06-01 16:33:00,C555273,,,1.0,2011-06-01 16:33:00,2.95,12708.0,Germany,16
13332,2011-01-05 11:42:00,C540158,22961,,-2.0,2011-01-05 11:42:00,1.45,12471.0,Germany,16
13339,2011-06-02 11:54:00,C555346,,,-1.0,2011-06-02 11:54:00,9.95,12710.0,Germany,21
13341,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,1.49,12501.0,Germany,28
13381,2011-11-08 12:39:00,C575064,,,-1.0,2011-11-08 12:39:00,5.95,12472.0,Germany,23
13410,2010-12-01 14:33:00,C536548,,,-3.0,2010-12-01 14:33:00,3.75,12472.0,Germany,16
13427,2011-03-24 10:58:00,C547581,,,1.0,2011-03-24 10:58:00,1.65,12474.0,Germany,25
13429,2011-10-10 11:20:00,C570283,85053,FRENCH ENAMEL CANDLEHOLDER,-1.0,2011-10-10 11:20:00,2.1,12708.0,Germany,24
13443,2011-03-11 09:39:00,C546320,22467,,1.0,2011-03-11 09:39:00,2.55,12708.0,Germany,13
13444,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,0.85,12471.0,Germany,19
13478,2011-07-07 10:25:00,C559189,22028,PENNY FARTHING BIRTHDAY CARD,-12.0,2011-07-07 10:25:00,0.42,12626.0,Germany,23
13490,2011-09-01 10:27:00,C565089,22553,,1.0,2011-09-01 10:27:00,1.65,12645.0,Germany,20
13505,2011-08-31 12:39:00,C564913,,,1.0,2011-08-31 12:39:00,4.15,12560.0,Germany,10
13525,2011-08-04 10:36:00,C562281,,,-3.0,2011-08-04 10:36:00,2.95,12476.0,Germany,29
13553,2011-11-08 16:05:00,C575150,,,-1.0,2011-11-08 16:05:00,1.25,12471.0,Germany,4
13571,2010-12-01 14:33:00,C536548,,,-3.0,2010-12-01 14:33:00,3.75,12472.0,Germany,10
13572,2011-06-16 09:04:00,C556957,22467,GUMBALL COAT RACK,-2.0,2011-06-16 09:04:00,2.1,12705.0,Germany,9
13573,2011-03-17 18:13:00,C546886,,,1.0,2011-03-17 18:13:00,2.55,12520.0,Germany,28
13590,2010-12-01 14:33:00,C536548,,,-4.0,2010-12-01 14:33:00,1.95,12472.0,Germany,6
13591,2011-07-07 10:25:00,C559189,22028,PENNY FARTHING BIRTHDAY CARD,-12.0,2011-07-07 10:25:00,0.42,12626.0,Germany,4
13593,2011-03-24 11:19:00,C547594,22978,,-4.0,2011-03-24 11:19:00,3.75,12693.0,Germany,25
13606,2011-09-02 11:31:00,C565284,23198,,1.0,2011-09-02 11:31:00,1.45,12471.0,Germany,28
13631,2011-09-27 09:56:00,C568386,22667,,1.0,2011-09-27 09:56:00,2.95,12720.0,Germany,12
13658,2011-10-13 11:49:00,C570963,,,-2.0,2011-10-13 11:49:00,1.25,13816.0,Germany,14
13759,2011-11-08 13:30:00,C575082,,,1.0,2011-11-08 13:30:00,4.95,12613.0,Germany,29
13837,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,1.49,12501.0,Germany,21
13850,2011-05-09 12:39:00,C552406,,,-2.0,2011-05-09 12:39:00,10.95,12709.0,Germany,25
13927,2011-11-08 13:30:00,C575082,,,1.0,2011-11-08 13:30:00,4.95,12613.0,Germany,9
13928,2011-03-11 09:39:00,C546320,22467,,1.0,2011-03-11 09:39:00,2.55,12708.0,Germany,20
13936,2011-11-17 11:52:00,C576974,,,1.0,2011-11-17 11:52:00,2.55,12474.0,Germany,20
13969,2011-07-19 10:46:00,C560474,,RED GINGHAM ROSE JEWELLERY BOX,-2.0,2011-07-19 10:46:00,1.95,12705.0,Germany,21
13976,2011-12-06 09:25:00,C580740,20979,,-12.0,2011-12-06 09:25:00,1.25,12479.0,Germany,32
13982,2011-01-05 15:32:00,C540243,22777,,1.0,2011-01-05 15:32:00,8.5,12585.0,Germany,6
14002,2011-09-02 09:06:00,C565227,,,-1.0,2011-09-02 09:06:00,2.1,12708.0,Germany,17
14044,2011-05-23 17:20:00,C554336,,,1.0,2011-05-23 17:20:00,1.95,12474.0,Germany,13
14109,2011-09-16 15:14:00,C567147,,,-1.0,2011-09-16 15:14:00,7.65,12709.0,Germany,7
14154,2011-11-10 12:10:00,C575592,22079,,1.0,2011-11-10 12:10:00,1.65,12619.0,Germany,28
14162,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.25,12472.0,Germany,23
14169,2011-12-08 14:08:00,C581409,,,-1.0,2011-12-08 14:08:00,4.95,12476.0,Germany,27
14180,2011-09-01 10:27:00,C565089,22553,,1.0,2011-09-01 10:27:00,1.65,12645.0,Germany,26
14220,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,2.55,12501.0,Germany,11
14235,2011-10-27 13:45:00,C573037,,,-13.0,2011-10-27 13:45:00,1.45,12471.0,Germany,22
14241,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,6.75,12709.0,Germany,21
14245,2010-12-13 14:38:00,C538643,21658,,-1.0,2010-12-13 14:38:00,3.95,12476.0,Germany,23
14273,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,2.95,12471.0,Germany,18
14283,2011-07-01 14:35:00,C558727,,,-1.0,2011-07-01 14:35:00,10.95,12709.0,Germany,13
14311,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,12.5,12709.0,Germany,10
14320,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,12.75,12472.0,Germany,16
14377,2011-08-04 10:36:00,C562281,,,-3.0,2011-08-04 10:36:00,0.79,12476.0,Germany,20
14418,2011-10-13 11:49:00,C570963,,,-1.0,2011-10-13 11:49:00,1.25,13816.0,Germany,14
14443,2011-03-25 13:37:00,C547806,,,-1.0,2011-03-25 13:37:00,4.95,12528.0,Germany,25
14460,2010-12-09 14:42:00,C538084,22859,EASTER TIN BUNNY BOUQUET,-6.0,2010-12-09 14:42:00,1.65,12649.0,Germany,15
14464,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,2.55,12472.0,Germany,15
14470,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.25,12472.0,Germany,5
14476,2010-12-23 10:20:00,C539866,,,-2.0,2010-12-23 10:20:00,7.65,12427.0,Germany,14
14491,2011-10-04 12:47:00,C569485,,,-2.0,2011-10-04 12:47:00,2.08,12705.0,Germany,4
14498,2011-05-19 12:15:00,C553840,22423,,-2.0,2011-05-19 12:15:00,10.95,12471.0,Germany,3
14512,2011-11-08 16:05:00,C575150,,,-6.0,2011-11-08 16:05:00,4.15,12471.0,Germany,21
14516,2011-09-09 10:11:00,C566084,22697,,-6.0,2011-09-09 10:11:00,2.95,12621.0,Germany,19
14527,2011-11-18 17:12:00,C577397,,,-1.0,2011-11-18 17:12:00,9.95,12504.0,Germany,12
14531,2011-11-18 17:12:00,C577397,,,-1.0,2011-11-18 17:12:00,12.75,12504.0,Germany,25
14585,2011-11-08 16:05:00,C575150,,,-12.0,2011-11-08 16:05:00,1.25,12471.0,Germany,14
14613,2011-10-13 11:49:00,C570963,,,-1.0,2011-10-13 11:49:00,1.25,13816.0,Germany,12
14639,2011-05-23 12:48:00,C554266,,FELTCRAFT GIRL AMELIE KIT,-1.0,2011-05-23 12:48:00,4.95,12474.0,Germany,30
14641,2011-05-03 11:28:00,C551588,22326,,-3.0,2011-05-03 11:28:00,2.95,12708.0,Germany,12
14684,2011-03-17 18:13:00,C546886,,,1.0,2011-03-17 18:13:00,2.55,12520.0,Germany,5
14686,2011-09-09 10:11:00,C566084,22699,,-6.0,2011-09-09 10:11:00,2.95,12621.0,Germany,6
14731,2011-03-24 10:58:00,C547581,,,1.0,2011-03-24 10:58:00,12.75,12474.0,Germany,14
14736,2011-10-27 13:45:00,C573037,,,-3.0,2011-10-27 13:45:00,4.95,12471.0,Germany,27
14747,2011-10-04 12:47:00,C569485,,,-2.0,2011-10-04 12:47:00,2.08,12705.0,Germany,20
14757,2011-04-18 10:29:00,C550355,M,,-1.0,2011-04-18 10:29:00,222.75,13811.0,Germany,6
14809,2011-05-06 09:07:00,C552043,22467,GUMBALL COAT RACK,-2.0,2011-05-06 09:07:00,2.55,12476.0,Germany,14
14871,2011-09-16 10:47:00,C566986,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-1.0,2011-09-16 10:47:00,0.79,12476.0,Germany,13
14873,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,12.75,12709.0,Germany,30
14889,2011-03-28 16:02:00,C547968,,,-1.0,2011-03-28 16:02:00,0.42,12471.0,Germany,15
14964,2010-12-09 15:41:00,C538123,,,-1.0,2010-12-09 15:41:00,1.65,12605.0,Germany,23
14974,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,0.85,12471.0,Germany,14
14976,2011-06-01 16:33:00,C555273,,,1.0,2011-06-01 16:33:00,2.95,12708.0,Germany,4
15015,2011-11-08 12:39:00,C575064,,,-1.0,2011-11-08 12:39:00,5.95,12472.0,Germany,20
15026,2011-02-08 14:55:00,C543469,,,-2.0,2011-02-08 14:55:00,2.55,12709.0,Germany,13
15054,2011-05-03 11:28:00,C551588,22326,,-3.0,2011-05-03 11:28:00,2.95,12708.0,Germany,14
15097,2011-10-13 11:49:00,C570963,,,-1.0,2011-10-13 11:49:00,1.25,13816.0,Germany,24
15127,2011-02-01 11:09:00,C542798,21531,RED RETROSPOT SUGAR JAM BOWL,-1.0,2011-02-01 11:09:00,2.55,12477.0,Germany,16
15145,2011-12-08 14:08:00,C581409,,,-1.0,2011-12-08 14:08:00,7.95,12476.0,Germany,25
15149,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,10.95,12709.0,Germany,7
15151,2011-05-09 12:39:00,C552406,,,-1.0,2011-05-09 12:39:00,7.65,12709.0,Germany,31
15153,2011-12-02 15:10:00,C580313,,,-3.0,2011-12-02 15:10:00,1.25,12668.0,Germany,31
15168,2011-11-14 11:23:00,C576183,22555,PLASTERS IN TIN STRONGMAN,-12.0,2011-11-14 11:23:00,1.65,12476.0,Germany,14
15191,2011-10-13 15:05:00,C571066,22960,JAM MAKING SET WITH JARS,-1.0,2011-10-13 15:05:00,3.75,12709.0,Germany,18
15208,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.25,12472.0,Germany,4
15261,2010-12-15 14:25:00,C539031,,,1.0,2010-12-15 14:25:00,4.25,12647.0,Germany,4
15269,2011-01-05 15:32:00,C540243,22777,,1.0,2011-01-05 15:32:00,8.5,12585.0,Germany,18
15274,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,2.95,12472.0,Germany,18
15306,2011-04-05 15:22:00,C549019,,FELT FARM ANIMAL RABBIT,1.0,2011-04-05 15:22:00,1.25,12474.0,Germany,11
15367,2011-03-30 15:12:00,C548356,,,1.0,2011-03-30 15:12:00,0.65,12472.0,Germany,20
15373,2011-03-28 16:02:00,C547968,,,-1.0,2011-03-28 16:02:00,0.42,12471.0,Germany,13
15375,2011-06-02 11:54:00,C555346,,,-1.0,2011-06-02 11:54:00,8.5,12710.0,Germany,18
15390,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.69,12472.0,Germany,8
15436,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,1.65,12471.0,Germany,32
15451,2011-12-08 14:08:00,C581409,,,-1.0,2011-12-08 14:08:00,4.95,12476.0,Germany,12
15496,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,2.55,12709.0,Germany,3
15513,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,4.95,12472.0,Germany,21
15517,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,2.89,12472.0,Germany,24
15523,2011-02-07 12:44:00,C543347,,,1.0,2011-02-07 12:44:00,1.65,12472.0,Germany,10
15577,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,10.95,12709.0,Germany,19
15616,2011-10-10 11:20:00,C570283,23355,HOT WATER BOTTLE KEEP CALM,-1.0,2011-10-10 11:20:00,4.95,12708.0,Germany,30
15640,2011-04-14 16:53:00,C550171,20971,,-1.0,2011-04-14 16:53:00,1.25,12585.0,Germany,11
15661,2011-06-01 10:18:00,C555163,POST,,-2.0,2011-06-01 10:18:00,18.0,12473.0,Germany,1
15677,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,2.89,12472.0,Germany,14
15740,2011-09-02 11:31:00,C565284,22423,,1.0,2011-09-02 11:31:00,10.95,12471.0,Germany,8
15745,2011-07-26 15:10:00,C561358,,,1.0,2011-07-26 15:10:00,8.5,12626.0,Germany,27
15797,2011-02-14 09:54:00,C543830,22847,,-1.0,2011-02-14 09:54:00,16.95,12476.0,Germany,10
15804,2011-09-16 15:14:00,C567147,,,-24.0,2011-09-16 15:14:00,0.55,12709.0,Germany,17
15807,2011-07-29 11:07:00,C561703,,,1.0,2011-07-29 11:07:00,29.95,12709.0,Germany,13
15839,2011-10-24 13:57:00,C572488,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2.0,2011-10-24 13:57:00,8.5,12474.0,Germany,10
15841,2011-11-08 16:05:00,C575150,,,-6.0,2011-11-08 16:05:00,4.15,12471.0,Germany,25
15872,2011-11-08 16:05:00,C575150,,,-1.0,2011-11-08 16:05:00,1.25,12471.0,Germany,19
15876,2011-01-12 09:41:00,C540850,21231,SWEETHEART CERAMIC TRINKET BOX,-1.0,2011-01-12 09:41:00,1.25,12665.0,Germany,3
15939,2010-12-15 14:25:00,C539031,,,1.0,2010-12-15 14:25:00,3.75,12647.0,Germany,6
15980,2011-02-11 10:41:00,C543661,,,1.0,2011-02-11 10:41:00,1.25,12471.0,Germany,17
15981,2011-10-13 12:12:00,C571009,90201A,,-4.0,2011-10-13 12:12:00,2.95,12612.0,Germany,25
16052,2011-11-08 13:30:00,C575082,,,1.0,2011-11-08 13:30:00,2.95,12613.0,Germany,26
16057,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,1.25,12472.0,Germany,5
16072,2011-02-03 10:14:00,C543050,22962,,-2.0,2011-02-03 10:14:00,0.85,12625.0,Germany,26
16090,2011-03-30 15:12:00,C548356,,,1.0,2011-03-30 15:12:00,12.75,12472.0,Germany,4
16149,2011-02-11 10:41:00,C543661,,,1.0,2011-02-11 10:41:00,10.95,12471.0,Germany,4
16177,2011-07-07 11:44:00,C559253,,,-1.0,2011-07-07 11:44:00,2.89,12472.0,Germany,20
16208,2011-03-25 13:37:00,C547806,,,-1.0,2011-03-25 13:37:00,1.25,12528.0,Germany,9
16250,2011-11-08 12:39:00,C575064,,,-8.0,2011-11-08 12:39:00,2.55,12472.0,Germany,30
16257,2011-01-21 11:35:00,C541735,22617,,-3.0,2011-01-21 11:35:00,4.95,12626.0,Germany,19
16262,2011-10-13 11:49:00,C570963,,,-2.0,2011-10-13 11:49:00,0.83,13816.0,Germany,22
16267,2011-07-19 13:42:00,C560564,22352,,-1.0,2011-07-19 13:42:00,2.55,12468.0,Germany,25
16273,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,9.95,12471.0,Germany,27
16310,2011-05-23 17:20:00,C554336,,,1.0,2011-05-23 17:20:00,4.95,12474.0,Germany,16
16330,2011-05-23 12:48:00,C554266,,WATERING CAN BLUE ELEPHANT,-1.0,2011-05-23 12:48:00,1.95,12474.0,Germany,12
16337,2011-03-24 10:58:00,C547581,,,1.0,2011-03-24 10:58:00,1.95,12474.0,Germany,11
16338,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,2.95,12471.0,Germany,25
16399,2011-01-05 11:42:00,C540158,22961,,-2.0,2011-01-05 11:42:00,1.45,12471.0,Germany,4
16430,2011-03-30 15:12:00,C548356,,,1.0,2011-03-30 15:12:00,2.55,12472.0,Germany,12
16432,2011-07-19 13:42:00,C560564,22326,,-1.0,2011-07-19 13:42:00,2.95,12468.0,Germany,4
16439,2011-01-28 13:54:00,C542537,,,1.0,2011-01-28 13:54:00,1.25,12501.0,Germany,32
16466,2011-01-27 12:00:00,C542346,,,1.0,2011-01-27 12:00:00,4.25,12709.0,Germany,7
16469,2011-09-02 11:31:00,C565284,21232,,1.0,2011-09-02 11:31:00,1.25,12471.0,Germany,24
16502,2011-02-08 14:55:00,C543469,,,-2.0,2011-02-08 14:55:00,3.39,12709.0,Germany,24
16504,2011-11-10 12:10:00,C575592,22080,,1.0,2011-11-10 12:10:00,1.65,12619.0,Germany,7
16511,2011-09-02 11:31:00,C565284,22423,,1.0,2011-09-02 11:31:00,10.95,12471.0,Germany,24
16568,2010-12-20 15:52:00,C539644,,,1.0,2010-12-20 15:52:00,2.95,12471.0,Germany,27
16570,2011-07-19 13:42:00,C560564,22326,,-1.0,2011-07-19 13:42:00,2.95,12468.0,Germany,28
16643,2010-12-13 14:37:00,C538642,21658,GLASS  BEURRE DISH,-1.0,2010-12-13 14:37:00,3.95,12476.0,Germany,27
16691,2011-06-02 14:25:00,C555366,22355,,-2.0,2011-06-02 14:25:00,0.72,12590.0,Germany,14
16724,2011-10-27 13:45:00,C573037,,,-1.0,2011-10-27 13:45:00,0.83,12471.0,Germany,31
16785,2011-05-09 12:39:00,C552406,,,-3.0,2011-05-09 12:39:00,2.1,12709.0,Germany,8
16853,2011-10-13 11:49:00,C570963,,,-2.0,2011-10-13 11:49:00,1.25,13816.0,Germany,25
16913,2011-02-01 09:38:00,C542781,,RED TOADSTOOL LED NIGHT LIGHT,1.0,2011-02-01 09:38:00,1.65,12626.0,Germany,32
16934,2011-10-06 19:23:00,C569973,,,-3.0,2011-10-06 19:23:00,2.95,12703.0,Germany,25
